File name,Drug
mpimg_L12436-1_T0-Amiodarone-Docetaxel-0850-therapeutic_S54_R1_001.fastq.gz,
mpimg_L12436-1_T0-Amiodarone-Docetaxel-0850-therapeutic_S54_R1_001.fastq.gz.md5,
mpimg_L12436-1_T0-Amiodarone-Docetaxel-0850-therapeutic_S54_R2_001.fastq.gz,
mpimg_L12436-1_T0-Amiodarone-Docetaxel-0850-therapeutic_S54_R2_001.fastq.gz.md5,
mpimg_L12437-1_T0-Amiodarone-Docetaxel-0851-therapeutic_S55_R1_001.fastq.gz,
mpimg_L12437-1_T0-Amiodarone-Docetaxel-0851-therapeutic_S55_R1_001.fastq.gz.md5,
mpimg_L12437-1_T0-Amiodarone-Docetaxel-0851-therapeutic_S55_R2_001.fastq.gz,
mpimg_L12437-1_T0-Amiodarone-Docetaxel-0851-therapeutic_S55_R2_001.fastq.gz.md5,
mpimg_L12438-1_T0-Amiodarone-Docetaxel-0852-therapeutic_S56_R1_001.fastq.gz,
mpimg_L12438-1_T0-Amiodarone-Docetaxel-0852-therapeutic_S56_R1_001.fastq.gz.md5,
mpimg_L12438-1_T0-Amiodarone-Docetaxel-0852-therapeutic_S56_R2_001.fastq.gz,
mpimg_L12438-1_T0-Amiodarone-Docetaxel-0852-therapeutic_S56_R2_001.fastq.gz.md5,
mpimg_L12448-1_T72-Docetaxal-0883-therapeutic_S57_R1_001.fastq.gz,
mpimg_L12448-1_T72-Docetaxal-0883-therapeutic_S57_R1_001.fastq.gz.md5,
mpimg_L12448-1_T72-Docetaxal-0883-therapeutic_S57_R2_001.fastq.gz,
mpimg_L12448-1_T72-Docetaxal-0883-therapeutic_S57_R2_001.fastq.gz.md5,
mpimg_L12449-1_T72-Docetaxal-0884-therapeutic_S58_R1_001.fastq.gz,
mpimg_L12449-1_T72-Docetaxal-0884-therapeutic_S58_R1_001.fastq.gz.md5,
mpimg_L12449-1_T72-Docetaxal-0884-therapeutic_S58_R2_001.fastq.gz,
mpimg_L12449-1_T72-Docetaxal-0884-therapeutic_S58_R2_001.fastq.gz.md5,
mpimg_L12450-1_T72-Docetaxal-0885-therapeutic_S59_R1_001.fastq.gz,
mpimg_L12450-1_T72-Docetaxal-0885-therapeutic_S59_R1_001.fastq.gz.md5,
mpimg_L12450-1_T72-Docetaxal-0885-therapeutic_S59_R2_001.fastq.gz,
mpimg_L12450-1_T72-Docetaxal-0885-therapeutic_S59_R2_001.fastq.gz.md5,
mpimg_L12451-1_T168-Docetaxal-0886-therapeutic_S60_R1_001.fastq.gz,
mpimg_L12451-1_T168-Docetaxal-0886-therapeutic_S60_R1_001.fastq.gz.md5,
mpimg_L12451-1_T168-Docetaxal-0886-therapeutic_S60_R2_001.fastq.gz,
mpimg_L12451-1_T168-Docetaxal-0886-therapeutic_S60_R2_001.fastq.gz.md5,
mpimg_L12452-1_T168-Docetaxal-0887-therapeutic_S1_R1_001.fastq.gz,
mpimg_L12452-1_T168-Docetaxal-0887-therapeutic_S1_R2_001.fastq.gz,
mpimg_L12453-1_T168-Docetaxal-0888-therapeutic_S2_R1_001.fastq.gz,
mpimg_L12453-1_T168-Docetaxal-0888-therapeutic_S2_R2_001.fastq.gz,
mpimg_L12472-1_T72-Docetaxal-1051-toxic_S3_R1_001.fastq.gz,
mpimg_L12472-1_T72-Docetaxal-1051-toxic_S3_R2_001.fastq.gz,
mpimg_L12473-1_T72-Docetaxal-1052-toxic_S4_R1_001.fastq.gz,
mpimg_L12473-1_T72-Docetaxal-1052-toxic_S4_R2_001.fastq.gz,
mpimg_L12474-1_T72-Docetaxal-1053-toxic_S5_R1_001.fastq.gz,
mpimg_L12474-1_T72-Docetaxal-1053-toxic_S5_R2_001.fastq.gz,
mpimg_L12475-1_T168-Docetaxal-1054-toxic_S6_R1_001.fastq.gz,
mpimg_L12475-1_T168-Docetaxal-1054-toxic_S6_R2_001.fastq.gz,
mpimg_L12476-1_T168-Docetaxal-1055-toxic_S7_R1_001.fastq.gz,
mpimg_L12476-1_T168-Docetaxal-1055-toxic_S7_R2_001.fastq.gz,
mpimg_L12477-1_T168-Docetaxal-1056-toxic_S8_R1_001.fastq.gz,
mpimg_L12477-1_T168-Docetaxal-1056-toxic_S8_R2_001.fastq.gz,
mpimg_L12493-1_T72-Amiodarone-0862-therapeutic_S9_R1_001.fastq.gz,
mpimg_L12493-1_T72-Amiodarone-0862-therapeutic_S9_R2_001.fastq.gz,
mpimg_L12494-1_T72-Amiodarone-0863-therapeutic_S10_R1_001.fastq.gz,
mpimg_L12494-1_T72-Amiodarone-0863-therapeutic_S10_R2_001.fastq.gz,
mpimg_L12495-1_T72-Amiodarone-0864-therapeutic_S11_R1_001.fastq.gz,
mpimg_L12495-1_T72-Amiodarone-0864-therapeutic_S11_R2_001.fastq.gz,
mpimg_L12496-1_T168-Amiodarone-0865-therapeutic_S12_R1_001.fastq.gz,
mpimg_L12496-1_T168-Amiodarone-0865-therapeutic_S12_R2_001.fastq.gz,
mpimg_L12497-1_T168-Amiodarone-0866-therapeutic_S13_R1_001.fastq.gz,
mpimg_L12497-1_T168-Amiodarone-0866-therapeutic_S13_R2_001.fastq.gz,
mpimg_L12498-1_T168-Amiodarone-0867-therapeutic_S14_R1_001.fastq.gz,
mpimg_L12498-1_T168-Amiodarone-0867-therapeutic_S14_R2_001.fastq.gz,
mpimg_L12517-1_T72-Amiodarone-1033-toxic_S15_R1_001.fastq.gz,
mpimg_L12517-1_T72-Amiodarone-1033-toxic_S15_R2_001.fastq.gz,
mpimg_L12518-1_T72-Amiodarone-1034-toxic_S16_R1_001.fastq.gz,
mpimg_L12518-1_T72-Amiodarone-1034-toxic_S16_R2_001.fastq.gz,
mpimg_L12519-1_T72-Amiodarone-1035-toxic_S17_R1_001.fastq.gz,
mpimg_L12519-1_T72-Amiodarone-1035-toxic_S17_R2_001.fastq.gz,
mpimg_L12520-1_T168-Amiodarone-1036-toxic_S18_R1_001.fastq.gz,
mpimg_L12520-1_T168-Amiodarone-1036-toxic_S18_R2_001.fastq.gz,
mpimg_L12521-1_T168-Amiodarone-1037-toxic_S19_R1_001.fastq.gz,
mpimg_L12521-1_T168-Amiodarone-1037-toxic_S19_R2_001.fastq.gz,
mpimg_L12522-1_T168-Amiodarone-1038-toxic_S20_R1_001.fastq.gz,
mpimg_L12522-1_T168-Amiodarone-1038-toxic_S20_R2_001.fastq.gz,
mpimg_L12544-1_T0-Paclitaxel-1060_S21_R1_001.fastq.gz,
mpimg_L12544-1_T0-Paclitaxel-1060_S21_R2_001.fastq.gz,
mpimg_L12545-1_T0-Paclitaxel-1061_S22_R1_001.fastq.gz,
mpimg_L12545-1_T0-Paclitaxel-1061_S22_R2_001.fastq.gz,
mpimg_L12546-1_T0-Paclitaxel-1062_S23_R1_001.fastq.gz,
mpimg_L12546-1_T0-Paclitaxel-1062_S23_R2_001.fastq.gz,
mpimg_L12556-1_T72-Paclitaxel-1072-therapeutic_S24_R1_001.fastq.gz,
mpimg_L12556-1_T72-Paclitaxel-1072-therapeutic_S24_R2_001.fastq.gz,
mpimg_L12557-1_T72-Paclitaxel-1073-therapeutic_S1_R1_001.fastq.gz,
mpimg_L12557-1_T72-Paclitaxel-1073-therapeutic_S1_R1_001.fastq.gz.md5,
mpimg_L12557-1_T72-Paclitaxel-1073-therapeutic_S1_R2_001.fastq.gz,
mpimg_L12557-1_T72-Paclitaxel-1073-therapeutic_S1_R2_001.fastq.gz.md5,
mpimg_L12558-1_T72-Paclitaxel-1074-therapeutic_S2_R1_001.fastq.gz,
mpimg_L12558-1_T72-Paclitaxel-1074-therapeutic_S2_R1_001.fastq.gz.md5,
mpimg_L12558-1_T72-Paclitaxel-1074-therapeutic_S2_R2_001.fastq.gz,
mpimg_L12558-1_T72-Paclitaxel-1074-therapeutic_S2_R2_001.fastq.gz.md5,
mpimg_L12559-1_T168-Paclitaxel-1075-therapeutic_S3_R1_001.fastq.gz,
mpimg_L12559-1_T168-Paclitaxel-1075-therapeutic_S3_R1_001.fastq.gz.md5,
mpimg_L12559-1_T168-Paclitaxel-1075-therapeutic_S3_R2_001.fastq.gz,
mpimg_L12559-1_T168-Paclitaxel-1075-therapeutic_S3_R2_001.fastq.gz.md5,
mpimg_L12560-1_T168-Paclitaxel-1076-therapeutic_S4_R1_001.fastq.gz,
mpimg_L12560-1_T168-Paclitaxel-1076-therapeutic_S4_R1_001.fastq.gz.md5,
mpimg_L12560-1_T168-Paclitaxel-1076-therapeutic_S4_R2_001.fastq.gz,
mpimg_L12560-1_T168-Paclitaxel-1076-therapeutic_S4_R2_001.fastq.gz.md5,
mpimg_L12561-1_T168-Paclitaxel-1077-therapeutic_S5_R1_001.fastq.gz,
mpimg_L12561-1_T168-Paclitaxel-1077-therapeutic_S5_R1_001.fastq.gz.md5,
mpimg_L12561-1_T168-Paclitaxel-1077-therapeutic_S5_R2_001.fastq.gz,
mpimg_L12561-1_T168-Paclitaxel-1077-therapeutic_S5_R2_001.fastq.gz.md5,
mpimg_L12577-1_T72-Paclitaxel-1093-toxic_S6_R1_001.fastq.gz,
mpimg_L12577-1_T72-Paclitaxel-1093-toxic_S6_R1_001.fastq.gz.md5,
mpimg_L12577-1_T72-Paclitaxel-1093-toxic_S6_R2_001.fastq.gz,
mpimg_L12577-1_T72-Paclitaxel-1093-toxic_S6_R2_001.fastq.gz.md5,
mpimg_L12578-1_T72-Paclitaxel-1094-toxic_S7_R1_001.fastq.gz,
mpimg_L12578-1_T72-Paclitaxel-1094-toxic_S7_R1_001.fastq.gz.md5,
mpimg_L12578-1_T72-Paclitaxel-1094-toxic_S7_R2_001.fastq.gz,
mpimg_L12578-1_T72-Paclitaxel-1094-toxic_S7_R2_001.fastq.gz.md5,
mpimg_L12579-1_T72-Paclitaxel-1095-toxic_S8_R1_001.fastq.gz,
mpimg_L12579-1_T72-Paclitaxel-1095-toxic_S8_R1_001.fastq.gz.md5,
mpimg_L12579-1_T72-Paclitaxel-1095-toxic_S8_R2_001.fastq.gz,
mpimg_L12579-1_T72-Paclitaxel-1095-toxic_S8_R2_001.fastq.gz.md5,
mpimg_L12580-1_T168-Paclitaxel-1096-toxic_S9_R1_001.fastq.gz,
mpimg_L12580-1_T168-Paclitaxel-1096-toxic_S9_R1_001.fastq.gz.md5,
mpimg_L12580-1_T168-Paclitaxel-1096-toxic_S9_R2_001.fastq.gz,
mpimg_L12580-1_T168-Paclitaxel-1096-toxic_S9_R2_001.fastq.gz.md5,
mpimg_L12581-1_T168-Paclitaxel-1097-toxic_S10_R1_001.fastq.gz,
mpimg_L12581-1_T168-Paclitaxel-1097-toxic_S10_R1_001.fastq.gz.md5,
mpimg_L12581-1_T168-Paclitaxel-1097-toxic_S10_R2_001.fastq.gz,
mpimg_L12581-1_T168-Paclitaxel-1097-toxic_S10_R2_001.fastq.gz.md5,
mpimg_L12582-1_T168-Paclitaxel-1098-toxic_S11_R1_001.fastq.gz,
mpimg_L12582-1_T168-Paclitaxel-1098-toxic_S11_R1_001.fastq.gz.md5,
mpimg_L12582-1_T168-Paclitaxel-1098-toxic_S11_R2_001.fastq.gz,
mpimg_L12582-1_T168-Paclitaxel-1098-toxic_S11_R2_001.fastq.gz.md5,
mpimg_L12596-1_T0-Celecoxib-1102_S12_R1_001.fastq.gz,
mpimg_L12596-1_T0-Celecoxib-1102_S12_R1_001.fastq.gz.md5,
mpimg_L12596-1_T0-Celecoxib-1102_S12_R2_001.fastq.gz,
mpimg_L12596-1_T0-Celecoxib-1102_S12_R2_001.fastq.gz.md5,
mpimg_L12597-1_T0-Celecoxib-1103_S37_R1_001.fastq.gz,
mpimg_L12597-1_T0-Celecoxib-1103_S37_R2_001.fastq.gz,
mpimg_L12598-1_T0-Celecoxib-1104_S38_R1_001.fastq.gz,
mpimg_L12598-1_T0-Celecoxib-1104_S38_R2_001.fastq.gz,
mpimg_L12608-1_T72-Celecoxib-1114-therapeutic_S39_R1_001.fastq.gz,
mpimg_L12608-1_T72-Celecoxib-1114-therapeutic_S39_R2_001.fastq.gz,
mpimg_L12609-1_T72-Celecoxib-1115-therapeutic_S40_R1_001.fastq.gz,
mpimg_L12609-1_T72-Celecoxib-1115-therapeutic_S40_R2_001.fastq.gz,
mpimg_L12610-1_T72-Celecoxib-1116-therapeutic_S41_R1_001.fastq.gz,
mpimg_L12610-1_T72-Celecoxib-1116-therapeutic_S41_R2_001.fastq.gz,
mpimg_L12611-1_T168-Celecoxib-1117-therapeutic_S42_R1_001.fastq.gz,
mpimg_L12611-1_T168-Celecoxib-1117-therapeutic_S42_R2_001.fastq.gz,
mpimg_L12612-1_T168-Celecoxib-1118-therapeutic_S28_R1_001.fastq.gz,
mpimg_L12612-1_T168-Celecoxib-1118-therapeutic_S28_R1_001.fastq.gz.md5,
mpimg_L12612-1_T168-Celecoxib-1118-therapeutic_S28_R2_001.fastq.gz,
mpimg_L12612-1_T168-Celecoxib-1118-therapeutic_S28_R2_001.fastq.gz.md5,
mpimg_L12613-1_T168-Celecoxib-1119-therapeutic_S29_R1_001.fastq.gz,
mpimg_L12613-1_T168-Celecoxib-1119-therapeutic_S29_R1_001.fastq.gz.md5,
mpimg_L12613-1_T168-Celecoxib-1119-therapeutic_S29_R2_001.fastq.gz,
mpimg_L12613-1_T168-Celecoxib-1119-therapeutic_S29_R2_001.fastq.gz.md5,
mpimg_L12629-1_T72-Celecoxib-1135-toxic_S30_R1_001.fastq.gz,
mpimg_L12629-1_T72-Celecoxib-1135-toxic_S30_R1_001.fastq.gz.md5,
mpimg_L12629-1_T72-Celecoxib-1135-toxic_S30_R2_001.fastq.gz,
mpimg_L12629-1_T72-Celecoxib-1135-toxic_S30_R2_001.fastq.gz.md5,
mpimg_L12630-1_T72-Celecoxib-1136-toxic_S31_R1_001.fastq.gz,
mpimg_L12630-1_T72-Celecoxib-1136-toxic_S31_R1_001.fastq.gz.md5,
mpimg_L12630-1_T72-Celecoxib-1136-toxic_S31_R2_001.fastq.gz,
mpimg_L12630-1_T72-Celecoxib-1136-toxic_S31_R2_001.fastq.gz.md5,
mpimg_L12631-1_T72-Celecoxib-1137-toxic_S32_R1_001.fastq.gz,
mpimg_L12631-1_T72-Celecoxib-1137-toxic_S32_R1_001.fastq.gz.md5,
mpimg_L12631-1_T72-Celecoxib-1137-toxic_S32_R2_001.fastq.gz,
mpimg_L12631-1_T72-Celecoxib-1137-toxic_S32_R2_001.fastq.gz.md5,
mpimg_L12632-1_T168-Celecoxib-1138-toxic_S33_R1_001.fastq.gz,
mpimg_L12632-1_T168-Celecoxib-1138-toxic_S33_R1_001.fastq.gz.md5,
mpimg_L12632-1_T168-Celecoxib-1138-toxic_S33_R2_001.fastq.gz,
mpimg_L12632-1_T168-Celecoxib-1138-toxic_S33_R2_001.fastq.gz.md5,
mpimg_L12633-1_T168-Celecoxib-1139-toxic_S34_R1_001.fastq.gz,
mpimg_L12633-1_T168-Celecoxib-1139-toxic_S34_R1_001.fastq.gz.md5,
mpimg_L12633-1_T168-Celecoxib-1139-toxic_S34_R2_001.fastq.gz,
mpimg_L12633-1_T168-Celecoxib-1139-toxic_S34_R2_001.fastq.gz.md5,
mpimg_L12634-1_T168-Celecoxib-1140-toxic_S35_R1_001.fastq.gz,
mpimg_L12634-1_T168-Celecoxib-1140-toxic_S35_R1_001.fastq.gz.md5,
mpimg_L12634-1_T168-Celecoxib-1140-toxic_S35_R2_001.fastq.gz,
mpimg_L12634-1_T168-Celecoxib-1140-toxic_S35_R2_001.fastq.gz.md5,
mpimg_L12647-1_T0-Diclofenac-1144_S36_R1_001.fastq.gz,
mpimg_L12647-1_T0-Diclofenac-1144_S36_R1_001.fastq.gz.md5,
mpimg_L12647-1_T0-Diclofenac-1144_S36_R2_001.fastq.gz,
mpimg_L12647-1_T0-Diclofenac-1144_S36_R2_001.fastq.gz.md5,
mpimg_L12648-1_T0-Diclofenac-1145_S37_R1_001.fastq.gz,
mpimg_L12648-1_T0-Diclofenac-1145_S37_R1_001.fastq.gz.md5,
mpimg_L12648-1_T0-Diclofenac-1145_S37_R2_001.fastq.gz,
mpimg_L12648-1_T0-Diclofenac-1145_S37_R2_001.fastq.gz.md5,
mpimg_L12649-1_T0-Diclofenac-1146_S43_R1_001.fastq.gz,
mpimg_L12649-1_T0-Diclofenac-1146_S43_R1_001.fastq.gz.md5,
mpimg_L12649-1_T0-Diclofenac-1146_S43_R2_001.fastq.gz,
mpimg_L12649-1_T0-Diclofenac-1146_S43_R2_001.fastq.gz.md5,
mpimg_L12659-1_T72-Diclofenac-1156-therapeutic_S5_R1_001.fastq.gz,
mpimg_L12659-1_T72-Diclofenac-1156-therapeutic_S5_R1_001.fastq.gz.md5,
mpimg_L12659-1_T72-Diclofenac-1156-therapeutic_S5_R2_001.fastq.gz,
mpimg_L12659-1_T72-Diclofenac-1156-therapeutic_S5_R2_001.fastq.gz.md5,
mpimg_L12660-1_T72-Diclofenac-1157-therapeutic_S6_R1_001.fastq.gz,
mpimg_L12660-1_T72-Diclofenac-1157-therapeutic_S6_R1_001.fastq.gz.md5,
mpimg_L12660-1_T72-Diclofenac-1157-therapeutic_S6_R2_001.fastq.gz,
mpimg_L12660-1_T72-Diclofenac-1157-therapeutic_S6_R2_001.fastq.gz.md5,
mpimg_L12661-1_T72-Diclofenac-1158-therapeutic_S7_R1_001.fastq.gz,
mpimg_L12661-1_T72-Diclofenac-1158-therapeutic_S7_R1_001.fastq.gz.md5,
mpimg_L12661-1_T72-Diclofenac-1158-therapeutic_S7_R2_001.fastq.gz,
mpimg_L12661-1_T72-Diclofenac-1158-therapeutic_S7_R2_001.fastq.gz.md5,
mpimg_L12662-1_T168-Diclofenac-1159-therapeutic_S8_R1_001.fastq.gz,
mpimg_L12662-1_T168-Diclofenac-1159-therapeutic_S8_R1_001.fastq.gz.md5,
mpimg_L12662-1_T168-Diclofenac-1159-therapeutic_S8_R2_001.fastq.gz,
mpimg_L12662-1_T168-Diclofenac-1159-therapeutic_S8_R2_001.fastq.gz.md5,
mpimg_L12663-1_T168-Diclofenac-1160-therapeutic_S9_R1_001.fastq.gz,
mpimg_L12663-1_T168-Diclofenac-1160-therapeutic_S9_R1_001.fastq.gz.md5,
mpimg_L12663-1_T168-Diclofenac-1160-therapeutic_S9_R2_001.fastq.gz,
mpimg_L12663-1_T168-Diclofenac-1160-therapeutic_S9_R2_001.fastq.gz.md5,
mpimg_L12664-1_T168-Diclofenac-1161-therapeutic_S10_R1_001.fastq.gz,
mpimg_L12664-1_T168-Diclofenac-1161-therapeutic_S10_R1_001.fastq.gz.md5,
mpimg_L12664-1_T168-Diclofenac-1161-therapeutic_S10_R2_001.fastq.gz,
mpimg_L12664-1_T168-Diclofenac-1161-therapeutic_S10_R2_001.fastq.gz.md5,
mpimg_L12680-1_T72-Diclofenac-1177-toxic_S11_R1_001.fastq.gz,
mpimg_L12680-1_T72-Diclofenac-1177-toxic_S11_R1_001.fastq.gz.md5,
mpimg_L12680-1_T72-Diclofenac-1177-toxic_S11_R2_001.fastq.gz,
mpimg_L12680-1_T72-Diclofenac-1177-toxic_S11_R2_001.fastq.gz.md5,
mpimg_L12681-1_T72-Diclofenac-1178-toxic_S12_R1_001.fastq.gz,
mpimg_L12681-1_T72-Diclofenac-1178-toxic_S12_R1_001.fastq.gz.md5,
mpimg_L12681-1_T72-Diclofenac-1178-toxic_S12_R2_001.fastq.gz,
mpimg_L12681-1_T72-Diclofenac-1178-toxic_S12_R2_001.fastq.gz.md5,
mpimg_L12682-1_T72-Diclofenac-1179-toxic_S13_R1_001.fastq.gz,
mpimg_L12682-1_T72-Diclofenac-1179-toxic_S13_R1_001.fastq.gz.md5,
mpimg_L12682-1_T72-Diclofenac-1179-toxic_S13_R2_001.fastq.gz,
mpimg_L12682-1_T72-Diclofenac-1179-toxic_S13_R2_001.fastq.gz.md5,
mpimg_L12683-1_T168-Diclofenac-1180-toxic_S14_R1_001.fastq.gz,
mpimg_L12683-1_T168-Diclofenac-1180-toxic_S14_R1_001.fastq.gz.md5,
mpimg_L12683-1_T168-Diclofenac-1180-toxic_S14_R2_001.fastq.gz,
mpimg_L12683-1_T168-Diclofenac-1180-toxic_S14_R2_001.fastq.gz.md5,
mpimg_L12684-1_T168-Diclofenac-1181-toxic_S15_R1_001.fastq.gz,
mpimg_L12684-1_T168-Diclofenac-1181-toxic_S15_R1_001.fastq.gz.md5,
mpimg_L12684-1_T168-Diclofenac-1181-toxic_S15_R2_001.fastq.gz,
mpimg_L12684-1_T168-Diclofenac-1181-toxic_S15_R2_001.fastq.gz.md5,
mpimg_L12685-1_T168-Diclofenac-1182-toxic_S16_R1_001.fastq.gz,
mpimg_L12685-1_T168-Diclofenac-1182-toxic_S16_R1_001.fastq.gz.md5,
mpimg_L12685-1_T168-Diclofenac-1182-toxic_S16_R2_001.fastq.gz,
mpimg_L12685-1_T168-Diclofenac-1182-toxic_S16_R2_001.fastq.gz.md5,
mpimg_L12697-1_T0-Rifampicin-1186_S17_R1_001.fastq.gz,
mpimg_L12697-1_T0-Rifampicin-1186_S17_R1_001.fastq.gz.md5,
mpimg_L12697-1_T0-Rifampicin-1186_S17_R2_001.fastq.gz,
mpimg_L12697-1_T0-Rifampicin-1186_S17_R2_001.fastq.gz.md5,
mpimg_L12698-1_T0-Rifampicin-1187_S18_R1_001.fastq.gz,
mpimg_L12698-1_T0-Rifampicin-1187_S18_R1_001.fastq.gz.md5,
mpimg_L12698-1_T0-Rifampicin-1187_S18_R2_001.fastq.gz,
mpimg_L12698-1_T0-Rifampicin-1187_S18_R2_001.fastq.gz.md5,
mpimg_L12699-1_T0-Rifampicin-1188_S19_R1_001.fastq.gz,
mpimg_L12699-1_T0-Rifampicin-1188_S19_R1_001.fastq.gz.md5,
mpimg_L12699-1_T0-Rifampicin-1188_S19_R2_001.fastq.gz,
mpimg_L12699-1_T0-Rifampicin-1188_S19_R2_001.fastq.gz.md5,
mpimg_L12709-1_T72-Rifampicin-1198-therapeutic_S20_R1_001.fastq.gz,
mpimg_L12709-1_T72-Rifampicin-1198-therapeutic_S20_R1_001.fastq.gz.md5,
mpimg_L12709-1_T72-Rifampicin-1198-therapeutic_S20_R2_001.fastq.gz,
mpimg_L12709-1_T72-Rifampicin-1198-therapeutic_S20_R2_001.fastq.gz.md5,
mpimg_L12710-1_T72-Rifampicin-1199-therapeutic_S21_R1_001.fastq.gz,
mpimg_L12710-1_T72-Rifampicin-1199-therapeutic_S21_R1_001.fastq.gz.md5,
mpimg_L12710-1_T72-Rifampicin-1199-therapeutic_S21_R2_001.fastq.gz,
mpimg_L12710-1_T72-Rifampicin-1199-therapeutic_S21_R2_001.fastq.gz.md5,
mpimg_L12711-1_T72-Rifampicin-1200-therapeutic_S22_R1_001.fastq.gz,
mpimg_L12711-1_T72-Rifampicin-1200-therapeutic_S22_R1_001.fastq.gz.md5,
mpimg_L12711-1_T72-Rifampicin-1200-therapeutic_S22_R2_001.fastq.gz,
mpimg_L12711-1_T72-Rifampicin-1200-therapeutic_S22_R2_001.fastq.gz.md5,
mpimg_L12712-1_T168-Rifampicin-1201-therapeutic_S23_R1_001.fastq.gz,
mpimg_L12712-1_T168-Rifampicin-1201-therapeutic_S23_R1_001.fastq.gz.md5,
mpimg_L12712-1_T168-Rifampicin-1201-therapeutic_S23_R2_001.fastq.gz,
mpimg_L12712-1_T168-Rifampicin-1201-therapeutic_S23_R2_001.fastq.gz.md5,
mpimg_L12713-1_T168-Rifampicin-1202-therapeutic_S24_R1_001.fastq.gz,
mpimg_L12713-1_T168-Rifampicin-1202-therapeutic_S24_R1_001.fastq.gz.md5,
mpimg_L12713-1_T168-Rifampicin-1202-therapeutic_S24_R2_001.fastq.gz,
mpimg_L12713-1_T168-Rifampicin-1202-therapeutic_S24_R2_001.fastq.gz.md5,
mpimg_L12714-1_T168-Rifampicin-1203-therapeutic_S25_R1_001.fastq.gz,
mpimg_L12714-1_T168-Rifampicin-1203-therapeutic_S25_R1_001.fastq.gz.md5,
mpimg_L12714-1_T168-Rifampicin-1203-therapeutic_S25_R2_001.fastq.gz,
mpimg_L12714-1_T168-Rifampicin-1203-therapeutic_S25_R2_001.fastq.gz.md5,
mpimg_L12730-1_T72-Rifampicin-1219-toxic_S26_R1_001.fastq.gz,
mpimg_L12730-1_T72-Rifampicin-1219-toxic_S26_R1_001.fastq.gz.md5,
mpimg_L12730-1_T72-Rifampicin-1219-toxic_S26_R2_001.fastq.gz,
mpimg_L12730-1_T72-Rifampicin-1219-toxic_S26_R2_001.fastq.gz.md5,
mpimg_L12731-1_T72-Rifampicin-1220-toxic_S27_R1_001.fastq.gz,
mpimg_L12731-1_T72-Rifampicin-1220-toxic_S27_R1_001.fastq.gz.md5,
mpimg_L12731-1_T72-Rifampicin-1220-toxic_S27_R2_001.fastq.gz,
mpimg_L12731-1_T72-Rifampicin-1220-toxic_S27_R2_001.fastq.gz.md5,
mpimg_L12732-1_T72-Rifampicin-1221-toxic_S28_R1_001.fastq.gz,
mpimg_L12732-1_T72-Rifampicin-1221-toxic_S28_R1_001.fastq.gz.md5,
mpimg_L12732-1_T72-Rifampicin-1221-toxic_S28_R2_001.fastq.gz,
mpimg_L12732-1_T72-Rifampicin-1221-toxic_S28_R2_001.fastq.gz.md5,
mpimg_L12733-1_T168-Rifampicin-1222-toxic_S29_R1_001.fastq.gz,
mpimg_L12733-1_T168-Rifampicin-1222-toxic_S29_R1_001.fastq.gz.md5,
mpimg_L12733-1_T168-Rifampicin-1222-toxic_S29_R2_001.fastq.gz,
mpimg_L12733-1_T168-Rifampicin-1222-toxic_S29_R2_001.fastq.gz.md5,
mpimg_L12734-1_T168-Rifampicin-1223-toxic_S30_R1_001.fastq.gz,
mpimg_L12734-1_T168-Rifampicin-1223-toxic_S30_R1_001.fastq.gz.md5,
mpimg_L12734-1_T168-Rifampicin-1223-toxic_S30_R2_001.fastq.gz,
mpimg_L12734-1_T168-Rifampicin-1223-toxic_S30_R2_001.fastq.gz.md5,
mpimg_L12735-1_T168-Rifampicin-1224-toxic_S31_R1_001.fastq.gz,
mpimg_L12735-1_T168-Rifampicin-1224-toxic_S31_R1_001.fastq.gz.md5,
mpimg_L12735-1_T168-Rifampicin-1224-toxic_S31_R2_001.fastq.gz,
mpimg_L12735-1_T168-Rifampicin-1224-toxic_S31_R2_001.fastq.gz.md5,
mpimg_L12743-1_T0-Methotrexate-1228_S32_R1_001.fastq.gz,
mpimg_L12743-1_T0-Methotrexate-1228_S32_R1_001.fastq.gz.md5,
mpimg_L12743-1_T0-Methotrexate-1228_S32_R2_001.fastq.gz,
mpimg_L12743-1_T0-Methotrexate-1228_S32_R2_001.fastq.gz.md5,
mpimg_L12744-1_T0-Methotrexate-1229_S33_R1_001.fastq.gz,
mpimg_L12744-1_T0-Methotrexate-1229_S33_R1_001.fastq.gz.md5,
mpimg_L12744-1_T0-Methotrexate-1229_S33_R2_001.fastq.gz,
mpimg_L12744-1_T0-Methotrexate-1229_S33_R2_001.fastq.gz.md5,
mpimg_L12745-1_T0-Methotrexate-1230_S34_R1_001.fastq.gz,
mpimg_L12745-1_T0-Methotrexate-1230_S34_R1_001.fastq.gz.md5,
mpimg_L12745-1_T0-Methotrexate-1230_S34_R2_001.fastq.gz,
mpimg_L12745-1_T0-Methotrexate-1230_S34_R2_001.fastq.gz.md5,
mpimg_L12755-1_T72-Methotrexate-1240-therapeutic_S35_R1_001.fastq.gz,
mpimg_L12755-1_T72-Methotrexate-1240-therapeutic_S35_R1_001.fastq.gz.md5,
mpimg_L12755-1_T72-Methotrexate-1240-therapeutic_S35_R2_001.fastq.gz,
mpimg_L12755-1_T72-Methotrexate-1240-therapeutic_S35_R2_001.fastq.gz.md5,
mpimg_L12756-1_T72-Methotrexate-1241-therapeutic_S36_R1_001.fastq.gz,
